tracking_id	enos_nn_db_pp_nt_0	enos_nn_db_pp_nt_1	enos_nn_db_pp_nt_2	enos_nn_db_pp_nt_3	enos_nn_db_pp_nt_4	enos_nn_db_pp_nt_5	enos_nn_db_pp_nt_6	enos_nn_db_pp_nt_7	enos_nn_db_pp_nt_8	enos_nn_db_pp_t_0	enos_nn_db_pp_t_1	enos_nn_db_pp_t_2	enos_nn_db_pp_t_3	enos_nn_db_pp_t_4	enos_nn_db_pp_t_5	enos_nn_db_pp_t_6
Oraov1	11.923	14.0758	14.8257	13.1518	12.6817	14.1565	14.7066	13.1832	14.8294	13.6595	15.0463	12.6368	14.3374	14.7328	16.0853	13.9948
Orc1l	0.3926	0.0569	0.4336	0.2351	0.3193	0.2671	0.2865	0.6015	0.2061	0.2826	0.0367	0.3206	0.3014	0.1294	0.2552	0.1601
Orc2l	9.8368	11.431	9.12	10.3052	9.0711	10.479	11.4725	9.9611	11.7673	11.1046	11.8304	10.7654	10.2505	13.6349	9.6284	11.5827
Orc3l	8.5009	7.0197	6.8171	7.3579	7.321	7.9521	7.7773	8.0531	7.1639	7.8209	6.9826	7.9596	6.7025	9.097	6.9274	7.1474
Orc4l	8.1993	7.3863	8.0328	8.4411	8.1726	9.1458	7.8831	9.3572	9.1714	9.5749	9.1813	9.1409	8.3064	10.7081	9.236	9.0085
Orc5l	8.9173	10.8933	8.3003	7.6548	8.7681	9.1714	10.2117	8.4067	8.8231	8.3502	9.0395	7.9303	9.2461	10.9245	9.972	8.901
Orc6l	11.3148	8.0978	7.4556	8.9268	7.5724	10.5248	10.8779	13.3432	9.8199	11.7116	8.7725	8.5105	7.6769	10.2467	8.5543	10.8003
ORF19	12.9961	14.6879	15.2293	13.9669	13.6918	14.0412	14.7851	12.9834	14.8481	12.5634	13.2915	13.0088	12.9601	11.2795	15.2802	14.8403
ORF61	87.6593	69.9126	77.0241	79.5005	74.9693	67.7804	77.0662	74.3658	85.5225	77.3247	82.0181	76.5439	82.2445	55.7173	84.4516	72.8063
ORF63	7.0474	3.3247	7.8445	9.8521	6.6977	8.4314	7.7154	9.7969	9.5121	10.4516	8.6552	6.7526	8.5711	8.0005	6.8357	8.2829
Orm1	0.0998	0	0	0.0775	0	0	0	0	0	0	0	0	0.1974	0	0	0
Orm2	0.0988	0	0.0762	0	0	0	0	0	0	0.0852	0	0	0	0	0	0
Orm3	0.495	0	0	0	0	0	0	0	0	0.3413	0	0	0	0	0	0.1328
Ormdl1	6.0624	8.3224	8.8904	7.7357	8.7679	7.6406	8.9211	6.5574	7.7113	5.711	8.6879	7.0417	7.7891	9.2347	7.4395	8.7627
Ormdl2	21.5378	22.2028	23.475	25.1068	26.2761	25.9062	26.2392	22.6049	22.3457	21.428	22.9627	21.8328	23.1852	30.1684	20.3691	27.6551
Ormdl3	72.036	60.9329	68.2115	62.336	64.2976	65.0168	103.404	61.2351	105.937	66.4677	55.7531	65.1219	60.943	47.4336	51.0107	59.3202
Os9	59.7977	70.4906	59.9589	63.0315	60.1266	55.6707	73.5859	53.017	68.7736	59.288	58.3533	59.0587	61.6752	47.2757	61.4558	71.0774
Osbp	22.0745	27.8944	26.1887	22.2542	29.0981	25.2121	24.2611	24.1362	23.0031	23.4489	26.2763	23.9122	25.1809	27.3594	26.9462	21.6681
Osbp2	0.4277	2.161	0.9683	0.2926	1.2287	0.8579	0.6242	0.3555	0.2713	0.616	0.6519	0.6278	0.8652	0.9738	1.1247	0.0634
Osbpl10	3.5466	4.5399	4.5168	3.991	5.1028	4.8932	3.1293	4.2749	4.1507	3.5003	3.6543	3.468	5.5277	4.3715	4.6629	3.5297
Osbpl11	10.4452	10.901	11.1276	12.2748	9.767	10.6832	11.8189	11.6401	10.7879	10.5841	10.1404	10.0052	10.2712	12.195	9.9182	10.2719
Osbpl1a	6.7289	15.1382	10.5936	8.6779	15.8023	9.2831	10.9618	8.267	9.961	6.9036	9.9119	6.9476	12.3299	9.255	10.9643	9.8245
Osbpl2	18.7209	24.7598	22.2103	19.8672	22.5046	20.699	22.4284	21.054	21.323	18.584	21.9634	19.1442	20.0177	20.6048	21.3188	18.4247
Osbpl3	1.3786	4.225	3.2793	1.8451	5.1843	2.6715	2.7477	2.23	3.0211	1.7872	2.5429	2.2149	2.8657	3.1138	3.3029	2.1078
Osbpl5	38.3202	54.9352	42.1061	39.6778	33.0811	38.0209	59.961	35.0595	45.0241	39.8866	37.5243	39.9087	37.2229	30.7789	36.2195	50.1513
Osbpl6	0.7855	3.6775	3.0225	1.275	4.5938	2.3541	1.3488	1.2354	1.3486	1.3509	2.8031	2.0338	2.7454	1.3818	3.6159	0.6667
Osbpl7	5.3914	5.3922	4.9108	4.491	4.8031	4.7368	5.2462	5.2331	5.2557	4.4191	5.5836	5.027	5.1273	4.9915	5.769	5.6434
Osbpl8	15.9	11.9225	11.8528	16.1238	10.767	13.3025	12.5659	14.4457	12.3102	15.5678	11.3004	14.7315	11.1873	19.361	10.98	12.281
Osbpl9	77.2422	87.9957	73.0832	77.3891	75.5074	80.9758	88.3964	75.5027	85.2858	82.8559	73.5307	74.3751	72.1161	81.6392	67.7391	97.921
Oscar	0.0745	0.0649	0.0856	0.0574	0.0713	0.048	0.0515	0	0.0881	0.0643	0.0627	0.0476	0.049	0.3656	0.0312	0.0249
Oscp1	1.5266	2.2512	1.4305	1.6569	1.7079	1.7256	2.3917	1.3996	2.099	2.0719	1.4673	1.3735	1.9072	1.656	1.5633	2.1222
Osgep	15.542	14.779	15.7359	17.3647	16.7452	16.6522	17.1642	17.3582	14.7474	15.225	17.5077	16.0641	16.6725	18.7703	16.2987	19.9455
Osgepl1	4.0658	5.779	3.536	3.6741	4.7343	4.9928	5.5022	4.0917	4.2867	3.6128	4.4027	3.9061	4.2935	5.0432	4.1334	4.7463
Osgin1	4.7846	5.4262	2.8723	9.5544	6.6302	3.3469	3.1428	4.5737	3.9067	9.6017	4.6914	4.1344	4.6228	1.5563	5.0391	3.2419
Osgin2	4.5006	4.2631	4.0348	4.9303	4.0758	4.8813	4.8756	5.3252	4.5054	4.7951	4.4135	4.4258	3.9001	3.9494	4.4726	5.3582
Osm	6.8109	0.4326	0.2716	1.9421	0.3394	0.8679	0.5644	1.2297	0.5033	10.5381	0.2089	1.2465	2.0551	0.5227	1.1574	5.8293
Osmr	13.8589	5.1376	9.4033	16.2906	4.8362	9.1256	6.34	10.4073	9.4195	20.8378	18.1493	19.1164	13.5548	17.269	15.0854	15.1337
Osr1	0.0335	0.1167	0.0513	0.1033	0.0427	0.1079	0	0.0215	0.0396	0.1157	0.0845	0	0.0441	0.1977	0.0841	0
Osr2	0.4791	1.3223	1.0398	1.1088	1.4274	0.9508	1.2429	0.7434	1.9359	0.4481	1.7811	1.5812	1.1304	1.409	2.3389	0.4268
Osta	0.2679	1.7131	2.1896	1.9297	3.0807	2.0971	0.3089	0.5162	0.3169	0.5781	1.3158	1.6539	1.4699	1.0481	2.5417	0.1194
Ostb	0.7202	7.3499	3.9185	0.705	7.6591	4.7086	0.751	1.1666	0.9664	1.8574	4.4545	2.5222	1.428	5.1364	5.6409	0.3639
Ostc	50.6435	44.9516	45.9554	58.9649	46.4474	51.4948	60.4444	46.9214	53.3515	51.1379	47.8494	51.0343	52.587	53.2838	47.2736	65.8777
Ostf1	107.561	84.7548	92.485	113.917	91.7775	95.6381	117.668	112.946	117.551	109.861	82.1578	90.1546	100.109	96.1993	85.8862	121.121
Ostm1	31.112	21.6237	23.954	29.3551	21.0411	27.2367	26.9188	26.3484	27.76	23.7746	22.0194	24.545	23.9067	31.0837	20.3417	23.8669
Ostn	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0.0466	0
Otc	0.059	0.0513	0	0.0682	0.0376	0.019	0.0204	0.1325	0.0174	0	0.0248	0.0188	0	0	0	0.0394
Otoa	0.0357	0.0776	0.0819	0.0412	0.0341	0.023	0.0864	0.0344	0.1055	0.108	0.105	0.0457	0.1176	0.0531	0.0448	0.0238
Otof	0	0	0.0071	0.0071	0.0059	0	0.0064	0.0059	0.0055	0.04	0.0311	0.0178	0	0	0.0077	0
Otog	0.0063	0	0	0	0	0	0	0	0.0075	0.0055	0	0	0	0	0.0053	0
Otop1	0.0833	0	0	0.016	0	0	0.0288	0.0134	0.0492	0.1079	0	0.0133	0	0	0.0174	0.0278
Otop2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191
Otop3	0	0	0	0	0	0	0	0	0	0	0	0	0.0181	0	0	0
Otor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otos	0.6667	0.2932	0.2572	0.5182	0.3592	0	0.8477	0.215	0.3299	0	0.0942	0.2126	0.2199	0	0.0935	1.1928
Otp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ott	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000002191	0	0	0	0	0.042	0	0.0453	0	0	0	0	0	0	0	0	0
OTTMUSG00000003606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000003825	0.534	0.467	0.8716	0.4131	0.5994	0.386	0.6471	0.6011	0.3558	0.1728	1.0702	0.6818	0.7917	0.1293	0.7838	0.402
OTTMUSG00000016609	1.482	2.1416	2.3405	1.4472	2.2008	1.8743	2.1965	1.6169	1.8257	2.0318	2.9435	2.3681	2.2127	2.8702	2.154	1.7684
OTTMUSG00000017677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000017864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000018260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000018964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000019001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTTMUSG00000023151	0.1154	0.188	0.1432	0.1332	0.055	0.1302	0.2193	0.1017	0.2129	0.0997	0.0969	0.083	0.1518	0.0143	0.0602	0.154
Otub1	32.2987	39.386	36.3324	38.9218	40.8559	34.6746	37.4689	36.1655	41.4798	38.0991	34.6047	34.1521	38.9356	28.4143	38.7067	39.3768
Otub2	1.3601	1.7132	2.4208	2.9493	1.8362	1.6169	1.5242	2.151	1.5931	1.2358	3.0548	2.173	2.1144	2.0156	2.1168	1.7846
Otud1	7.2943	6.6202	6.8637	7.7618	5.899	6.9815	7.1487	6.1273	5.5189	7.4342	9.3522	6.7903	6.6315	9.5008	6.339	5.1678
Otud3	4.9161	4.7852	4.5193	3.4138	4.8657	4.4826	3.5997	5.1827	4.6273	3.2189	5.6215	4.5273	4.3969	2.0072	5.3492	4.8728
Otud4	19.86	16.3844	16.5422	16.3513	13.5909	16.2146	15.329	20.891	15.9035	18.7111	15.547	18.4632	15.2065	20.5034	15.9955	20.0785
Otud5	22.5105	20.9071	21.661	25.2844	20.4293	21.4873	22.4192	21.6888	24.9952	26.1183	23.56	23.1166	23.3553	20.077	23.5624	27.0885
Otud6a	0	0	0	0	0	0	0	0	0	0.0737	0	0	0	0	0	0
Otud6b	21.4843	21.0886	23.1361	20.996	22.2483	23.0438	24.1488	21.3307	24.1435	21.7052	23.0482	22.8496	22.2323	29.6704	21.5614	24.2244
Otud7a	0.0566	0.0328	0.0144	0.0291	0	0.0365	0.0522	0.0363	0.0111	0.0163	0.0159	0.0121	0.0248	0.0374	0	0
Otud7b	35.2824	34.8728	38.785	32.0088	35.0771	30.1531	43.1073	38.5457	43.1331	38.9982	26.2005	33.1967	27.2712	36.1062	25.4647	34.0077
Otx1	0	0.0203	0	0	0	0	0	0	0	0	0	0	0	0.0231	0	0
Otx2	0	0	0	0	0	0	0	0	0	0	0	0.0251	0	0	0	0
Otx2os1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovca2	5.9169	5.3521	7.5309	6.3994	5.5095	6.1456	6.3514	6.5341	6.4894	6.3509	7.7034	7.2966	5.8946	5.4257	7.9281	7.6992
Ovch2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ovgp1	0.5256	0.3659	0.3217	0.3037	0.4185	0.3725	0.3817	0.4721	0.6833	0.9762	0.4198	0.6214	0.5709	0.3371	0.7031	0.5791
Ovol1	0.8176	1.6393	1.1982	0.8745	2.0961	1.1562	1.162	0.9615	1.2074	1.0399	0.9734	0.7983	1.136	1.2345	1.4615	0.7428
Ovol2	0.3498	1.6342	1.0297	0.7674	1.5346	0.5256	0.7277	0.7491	0.6898	0.554	0.9111	0.4472	1.1148	0.7811	0.9772	0.4681
Ovol3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121	0
Oxa1l	20.9468	25.7873	20.2677	20.5337	24.5137	20.5127	19.9346	20.0569	18.2702	17.529	19.1495	18.5549	20.7664	16.0431	20.7284	16.9044
Oxct1	50.0802	131.079	160.716	74.2254	215.643	91.9203	125.546	80.537	45.0948	71.5344	106.813	73.5071	137.72	42.398	115.771	48.3795
Oxct2a	0.0387	0.1012	0.0296	0.0597	0.0494	0.0249	0.0268	0	0.0229	0	0.0326	0	0.0255	0	0.0324	0
Oxct2b	0	0.0339	0	0	0.0248	0	0.0538	0	0	0	0	0	0	0	0.0325	0
Oxgr1	0.9947	11.8144	4.7877	3.2907	11.1531	4.1736	5.9234	3.838	3.6172	3.2872	7.2264	1.74	8.2565	2.2476	9.1988	3.1675
Oxnad1	5.1855	10.5638	9.8849	6.3355	12.8508	8.0649	8.7747	6.0283	6.2263	5.9149	10.5067	6.8136	9.8114	8.1166	8.0197	8.1465
Oxr1	41.7197	38.5084	34.6692	40.2672	32.3978	41.0736	42.652	37.6865	41.8542	38.0888	33.1137	40.8852	34.8905	50.9504	30.7789	44.6014
Oxsm	3.0718	5.2485	3.7267	3.593	5.4297	3.9603	3.8511	3.3828	3.136	2.8941	3.8337	3.749	4.3281	4.0407	3.8273	3.3468
Oxsr1	14.0075	15.9715	19.0502	18.3998	19.1277	16.724	16.3353	18.1868	14.8967	17.1723	19.5436	18.6623	16.5667	16.3906	17.9605	18.2436
Oxt	0	0	0.4418	0	0	0	0	0	0	0	0.3233	0	0	0	0	0.1276
Oxtr	0.3822	0.0861	0.2596	0.0871	0.4769	0.3195	0.2642	0.1906	0.326	0.2691	0.4517	0.2081	0.2235	0.6321	0.13	0.1133
P2rx1	65.8431	8.6757	44.1996	68.1695	20.6329	37.8543	25.6202	33.8203	47.951	35.7441	66.8762	77.1476	50.0799	26.4352	51.6083	18.88
P2rx2	0.5855	0.9994	0.6474	0.2414	0.5134	0.4011	0.5179	0.2714	0.3335	0.0913	0.8894	0.6942	0.2784	0.2848	0.2063	0.1942
P2rx3	0.1857	0.1614	0.1419	0.1072	0.0394	0.1197	0.1284	0.0893	0.1279	0.2274	0.065	0.0989	0.112	0.1228	0.0776	0.1343
P2rx4	127.493	51.292	65.0026	96.3401	71.4585	84.6001	75.4233	99.2282	78.098	74.386	77.2918	76.8982	70.9174	65.3471	52.4612	79.0182
P2rx5	2.247	1.5747	2.2551	3.4406	1.9153	2.3308	1.8163	1.704	2.7592	2.2685	4.0979	2.5731	1.9401	2.674	3.4406	1.8707
P2rx6	0.059	0.0513	0.0226	0.0219	0.188	0.057	0.0816	0.1641	0.1679	0.1274	0.0992	0.0908	0.0777	0.1744	0.0987	0.1138
P2rx7	28.1181	5.2879	11.0906	16.1497	12.8849	18.771	7.6763	29.8252	15.3628	15.711	10.0044	14.1287	11.5698	14.5321	7.0112	10.4436
P2ry1	17.4199	8.5358	17.8378	7.3792	10.7571	20.8632	10.9778	22.0269	10.4149	11.6832	9.5852	12.4171	8.1042	13.4664	7.8975	6.9007
P2ry10	0.4666	0.0203	0.3033	0.3773	0.2228	0.2255	0.1452	0.2843	0.0138	0.4031	0.0588	0.3876	0.3685	0.5993	0.156	0.0779
P2ry12	1.1122	0.0745	0.5236	3.7796	0.9449	0.5327	0.3353	1.2626	0.4887	1.6011	0.6235	1.7858	1.8959	0.1405	0.5484	1.0664
P2ry13	1.5487	0.0685	0.522	12.6788	1.3876	0.6765	0.236	1.3472	0.2326	4.2402	1.1475	3.0024	3.68	0.9323	0.5705	1.7876
P2ry14	1.9237	2.7289	2.5861	4.9186	4.6121	3.5646	4.4431	2.4453	4.2367	2.7749	3.1728	2.6143	5.9616	1.1626	2.8803	10.0556
P2ry2	7.9999	4.9171	5.8314	5.4005	5.8305	6.8221	4.9401	12.0753	9.2825	12.4406	4.7148	5.6867	6.1302	5.3305	5.5314	5.3398
P2ry4	0.0438	0	0	0.0112	0	0.0376	0	0	0.0086	0	0	0.0093	0	0	0	0
P2ry6	8.0777	5.4383	11.1805	17.9246	9.4955	7.5631	9.4183	10.8688	9.4462	10.2352	7.8351	12.2141	10.6126	5.5796	8.7349	6.2206
P4ha1	9.6043	9.0709	12.6399	13.175	9.5574	10.0124	9.8476	9.9882	9.8723	10.6723	14.0818	12.1539	9.7014	10.3653	9.5246	16.3535
P4ha2	26.3264	15.379	23.954	21.7611	18.9886	25.8455	21.3073	27.3416	29.4953	25.4049	24.6208	24.8194	21.3811	23.2472	24.0148	25.6969
P4ha3	0.6209	0.0491	0.4318	0.4567	0.1618	0.3636	0.3123	0.163	0.4169	0.2194	0.2373	0.4148	0.0929	0.0835	0.6135	0.0565
P4hb	240.696	283.8	228.051	265.263	247.939	229.289	301.322	223.176	285.503	241.722	231.871	232.21	251.998	220.907	237.771	296.353
P4htm	9.0081	8.2084	7.5881	7.9321	5.7485	7.2974	10.7235	6.2653	10.1193	7.8111	8.402	6.6898	6.9687	8.1778	6.5639	10.5569
Pa2g4	32.5722	36.5531	33.411	43.0266	36.3589	35.6771	34.6475	36.1116	36.3107	35.4354	33.2019	36.5058	34.5618	39.1054	34.1827	40.465
Pabpc1	122.491	109.502	112.372	147.003	112.399	112.088	108.823	124.359	109.651	138.413	94.5696	121.637	125.317	127.786	102.296	126.233
Pabpc1l	2.3216	0.7145	0.3032	0.4581	0.5051	0.8389	0.7636	1.6168	1.7901	1.614	0.4285	0.9769	1.0622	0.6139	0.6391	0.5671
Pabpc1l2b	0.4033	0.4947	0.3723	0.0625	0.5705	0.466	0.1676	0	0.4781	0.4869	0.5453	0.2574	0.4785	0	0.7451	0.108
Pabpc2	0.0256	0	0	0.0197	0.0816	0.033	0.0177	0.0164	0	0.0443	0	0.0164	0	0.0253	0.0428	0
Pabpc4	10.9885	13.3939	12.7959	13.7381	16.178	13.6247	14.1831	13.3141	13.6905	16.1421	11.4538	13.5343	14.3079	11.3453	14.6235	15.2561
Pabpc4l	0.9999	0.3431	0.8203	0.5603	0.7294	0.995	0.4607	0.7517	0.3935	0.4161	0.4975	0.4971	0.3736	0.9685	0.3608	0.1976
Pabpc5	0	0.0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc6	0	0	0	0	0	0	0	0	0	0	0.0172	0	0	0	0	0
Pabpn1	84.1816	75.2334	66.791	70.6047	78.457	75.2605	95.695	74.8879	103.872	98.9195	69.7288	76.7904	82.1881	83.1999	92.843	88.644
Pabpn1l	0.1873	0	0.0959	0.0483	0.08	0	0	0	0	0.1077	0	0.0399	0	0	0.157	0.1253
Pacrg	1.2381	1.7561	1.1078	0.8767	2.0461	1.0618	1.8923	0.9614	1.679	1.603	0.6086	0.8236	1.529	1.7605	1.988	2.0006
Pacrgl	6.0596	4.832	4.6451	4.3131	3.8434	4.8124	6.1917	4.7749	6.1614	5.844	5.0245	4.7773	4.7701	8.4177	5.6296	5.5064
Pacs1	23.1378	17.3669	16.2068	19.192	16.0253	17.3799	14.3746	19.4431	17.8892	17.0549	16.0349	17.6207	16.1861	18.1562	14.7144	17.5378
Pacs2	20.6136	26.6278	20.2261	21.6975	18.122	19.1522	27.6831	17.6291	25.6053	18.5857	19.2364	19.7795	17.6014	18.5882	18.2701	25.4424
Pacsin1	0.2342	0.915	0.3904	0.439	0.8446	0.286	0.5915	0.4237	0.4491	0.5073	0.4279	0.3769	0.7726	0	0.3442	0.8604
Pacsin2	68.311	92.9791	75.0297	69.7976	94.7175	68.2711	80.589	66.6477	84.0346	64.7342	80.929	68.3665	83.4789	64.7012	85.8227	68.3412
Pacsin3	6.5619	15.8002	11.0282	9.3806	15.1466	7.8352	12.5989	7.2953	11.7259	8.2804	13.3816	6.4881	11.8953	5.9436	16.15	10.5862
Padi1	0	0.0151	0.0132	0.0267	0.022	0.0112	0.012	0.0222	0.0409	0.03	0.0291	0.0111	0.0228	0.0515	0.0434	0.0116
Padi2	0.1629	0.7664	0.4148	0.2924	0.9058	0.2976	0.5348	0.3568	0.553	0.3402	0.4217	0.3731	0.643	0.7545	0.7822	0.2717
Padi3	0.0214	0	0	0	0.0136	0	0	0.0137	0.0126	0.0185	0	0	0.0141	0	0	0
Padi4	3.41	6.9579	3.375	5.4656	2.3789	2.2132	4.5425	2.3162	2.7405	3.184	1.7703	1.1857	3.9111	2.3762	1.1527	0.6193
Padi6	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0.0563	0	0
Paf1	36.2676	39.0253	38.1401	37.0008	36.8044	40.0719	37.5938	37.772	37.3803	37.1429	41.8565	42.3872	40.4233	37.6145	41.9085	41.8695
Pafah1b1	61.2984	55.2679	51.7759	55.4721	52.8381	55.621	56.7199	57.7944	58.0811	59.7572	50.7541	57.3389	50.4406	63.4093	49.283	51.7417
Pafah1b2	45.3211	38.1806	37.9312	43.3532	36.6899	44.3464	44.662	46.0282	45.3605	40.6291	34.0159	42.1466	36.9414	50.146	36.3461	38.9489
Pafah1b3	7.3833	12.0427	11.5635	9.3847	15.1949	9.5318	8.6856	9.5654	7.738	6.5881	9.8714	7.6699	9.9614	5.933	10.6026	10.5259
Pafah2	5.7901	10.4879	11.082	6.0732	16.2457	8.2068	7.5567	6.6869	6.8522	5.365	10.77	8.1246	14.22	5.9759	12.7792	5.5588
Pag1	10.2699	15.9833	9.8369	14.0474	6.964	8.6919	16.2033	7.0218	9.4992	14.503	8.01	9.9573	7.7348	7.8905	7.6745	15.6178
Pah	2.9417	129.929	36.1154	16.981	114.725	56.4137	10.6704	11.3472	4.5684	17.7847	36.4533	34.7906	24.1022	5.3289	62.4463	3.0722
Paics	53.6082	81.9691	77.6098	60.5122	96.3396	71.9539	77.5153	63.905	65.5387	58.4263	68.222	58.8082	72.1384	59.9167	70.6978	68.4855
Paip1	17.4566	16.266	16.7646	14.6572	19.3337	19.8522	14.8195	18.9181	16.7976	15.8621	15.9914	16.9377	17.4093	20.0902	16.452	16.1001
Paip2	79.0323	80.5449	89.1868	84.8533	90.8622	91.416	84.8617	80.8865	81.0699	73.447	91.8322	84.2714	81.2737	114.286	77.3949	81.1942
Paip2b	14.3476	18.9738	14.3817	14.1056	14.5488	15.4759	16.7496	14.9688	14.5878	13.7567	12.4505	12.6284	12.9126	16.7122	12.0698	13.6604
Pak1	37.9839	80.7018	50.7281	69.9107	48.7529	44.9336	103.4	38.5101	75.6605	68.284	34.6574	51.7713	59.9647	52.3938	47.7187	106.682
Pak1ip1	33.4972	23.9756	26.6672	29.047	26.5654	30.1183	26.776	34.5323	31.9614	32.3805	26.4924	29.1188	28.5537	36.4381	26.7962	29.6505
Pak2	34.4222	29.7574	32.3255	35.6386	29.5439	32.4405	27.275	34.281	30.2259	35.5183	33.1767	35.6224	29.2549	41.099	33.4459	31.4198
Pak3	0.0939	0.109	0.0958	0.1931	0.1597	0.2017	0.1299	0.1407	0.2036	0.0811	0.0263	0.08	0.0824	0	0.0786	0.1673
Pak4	9.9549	13.302	13.8503	10.5364	15.2043	10.677	11.1102	14.7384	13.0632	13.4109	12.9879	8.8017	13.5368	7.9738	16.1072	12.8045
Pak6	1.4951	5.1326	5.2046	1.4115	6.7691	2.6613	3.7692	2.8763	4.8213	1.9989	5.3778	1.4103	5.5738	3.2962	6.1455	3.0159
Pak7	0.0947	0.0118	0.0103	0	0	0.0174	0.0374	0.0173	0	0	0.0227	0.0692	0.0089	0.1746	0.0339	0
Palb2	0.4171	0.589	0.6773	0.8961	0.652	0.4929	0.5046	0.6909	0.4515	0.5706	0.8758	0.7664	0.5718	0.8265	0.6242	0.4175
Palld	17.7479	17.9223	22.3596	20.9981	20.2251	18.316	25.7656	20.0859	22.9719	24.599	21.6403	20.7563	16.6393	13.5174	19.9016	23.3702
Palm	14.1132	18.3092	11.3166	12.253	15.3206	11.1992	10.8645	11.3095	12.6256	13.69	16.8589	12.3722	15.1622	6.689	14.6868	10.2986
Palm2	0.3353	0.0677	0.2084	0.3838	0.2178	0.2163	0.318	0.2599	0.3176	0.209	0.216	0.2842	0.1796	0.4036	0.0976	0.2445
Palmd	35.4017	17.1095	30.6783	29.2479	21.9687	36.582	21.4624	41.7532	29.4963	36.9691	19.5236	35.9125	26.0475	25.6083	19.0658	23.0995
Pam	90.7456	83.1348	81.0221	85.9818	82.8	83.0182	105.48	83.674	105.231	77.5666	67.1764	78.2902	82.3474	80.8611	68.9645	81.172
Pamr1	15.7922	17.0071	24.8038	7.5566	19.6493	22.2124	47.2844	15.9791	23.7994	9.8334	11.9523	11.4788	18.5073	13.3001	10.9021	23.4875
Pan3	18.1995	14.6203	14.1483	15.1303	14.8241	16.6787	13.4003	16.7167	16.0061	17.3205	14.2025	16.5964	15.2278	17.5058	15.0471	11.8346
Pank1	4.3227	17.1599	12.5097	6.5394	14.7176	8.8133	9.8952	5.234	6.0355	5.7203	9.5822	7.1362	8.5194	8.9833	11.8239	6.1387
Pank2	11.6073	10.3089	11.77	10.5796	11.367	11.6072	9.4306	11.6199	10.2801	10.4502	11.5973	11.9051	11.3161	11.9789	11.4963	10.0152
Pank3	15.9037	15.3875	14.6729	13.6365	15.4253	16.3241	14.8103	17.3919	14.6252	14.2105	13.8568	16.5448	13.9386	20.1027	13.9202	12.6905
Pank4	10.0293	8.2307	12.5346	10.4937	11.6715	10.1588	8.526	10.7956	9.713	9.8695	11.4946	10.7198	12.0793	10.5859	10.0045	9.8713
Panx1	2.7859	1.2129	1.9587	4.0454	1.549	2.1905	2.0837	3.1394	1.8764	2.7418	2.643	3.001	3.5612	2.8364	2.1404	3.3535
Panx2	0	0	0.0146	0.0147	0.0366	0	0.0265	0.0369	0.0113	0	0.0322	0	0.0378	0	0	0.0256
Panx3	0	0	0	0	0	0.017	0	0.0169	0.0467	0	0	0.0337	0	0	0	0
Paox	3.9249	4.2756	3.4271	7.3575	4.3344	3.8656	3.8829	3.4022	3.458	3.2196	4.0303	4.1621	5.1685	3.8875	4.3686	3.1469
Papd4	32.1545	27.0342	21.4629	31.7978	21.0915	27.0599	25.2951	27.9098	25.8734	27.6736	18.3215	25.5331	24.0506	27.5996	19.9422	30.1787
Papd5	15.1439	10.8096	12.064	10.5714	11.4899	13.3692	10.5063	13.5284	12.3216	11.5681	12.1246	12.9495	10.815	15.0881	11.1755	9.5655
Papd7	10.2578	10.8911	10.6446	10.9457	9.2911	9.6616	10.2708	11.8172	11.1439	11.9394	10.5945	11.0323	10.4827	9.8129	10.5363	13.3532
Papln	1.0096	2.4219	2.1183	2.0638	5.0095	2.5842	1.2187	1.478	0.9965	0.8594	1.6324	1.464	1.6161	1.1658	2.7058	0.7138
Papola	35.2812	33.1421	37.9248	36.0536	35.4733	37.7434	31.5673	36.6259	34.6468	32.6331	35.4325	37.1687	34.7029	42.5213	35.492	35.2559
Papolb	0	0	0	0.022	0	0.0184	0	0	0	0	0	0.0182	0	0.0281	0	0
Papolg	5.2929	4.5246	5.4327	4.6194	4.3227	5.4971	4.8188	5.4788	3.9938	4.4987	5.0123	5.2291	4.5869	7.4379	4.3781	4.5708
Pappa	0.2879	1.1042	2.3381	0.4913	3.1024	0.7726	0.6167	0.8116	0.9038	0.6321	1.8116	1.2295	3.9505	1.0325	2.8255	2.1733
